building_name,address,square_feet,building_age,building_type,energy_consumption_kbtu
VICTORIA CONDOMINIUM,100 W HIGHLAND DR,104064,105,Other,5179142.0
VICTORIAN THE CONDOMINIUM,2152 N 112TH ST,44352,38,Other,2280561.0
ARBOR SQUARE,11039 17TH AVE NE,31680,31,Other,2545031.0
TROWBRIDGE APTS,11314 25TH AVE NE,21303,40,Other,594849.0
LANDMARK BUILDING,11000 LAKE CITY WAY NE,23022,46,Office,1027231.0
MEADOWBROOK VIEW FAMILY HOUSING,11032 LAKE CITY WAY NE,57756,24,Other,1527124.0
PLYMOUTH INC.,4604 4TH AVE S,27263,59,Other,2470642.0
PEDERSEN RENTALS,4500 4TH AVE S,31569,64,Other,3064040.0
FNR 4424 Building,4424 4TH AVE S,22509,70,Other,177813.0
4400 Building,4400 4TH AVE S,39984,70,Other,1073156.0
LAKE CITY PLACE,11038 LAKE CITY WAY NE,55977,29,Other,1019830.0
M.L. KING WAY APTS,7923 MARTIN LUTHER KING JR WAY S,91907,58,Other,3600532.0
MARIA CHALET CONDOMINIUM,9710 GREENWOOD AVE N,20844,48,Other,559718.0
MERCER COURT APARTMENTS,527 12TH AVE E,26578,28,Other,917728.0
LOWELL ELEMENTARY (SPS-DISTRICT),1058 E MERCER ST,73769,101,School,2556131.0
REUNION HOUSE,530 10TH AVE E,24620,42,Other,1044217.0
SWANSONIA APTS,1017 E HARRISON ST,21512,101,Other,754241.0
THE HARRISON,322 10TH AVE E,32960,126,Other,804620.0
ALL PILGRIMS CHRISTIAN CHURCH,500 BROADWAY E,26440,120,Other,719905.0
PORTAGE BAYSHORE CONDOMINIUM,2524 BOYER AVE E,21312,68,Other,863729.0
PORTAL OVER LAKE UNION CONDOMINIUM,655 CROCKETT ST,71592,22,Other,2360288.0
INTERLAKE PLACE,4814 INTERLAKE AVE N,21871,36,Other,777587.0
STONEHEDGE APARTMENTS,1220 N 45TH ST,158180,19,Other,1459246.0
PORTOFINO CONDOMINIUM,411 E PINE ST,40281,107,Other,1017787.0
OLYMPIC PARK CONDOMINIUM,3421 SW ROXBURY ST,42084,45,Other,1008537.0
OLYMPIC PLAZA CONDOMINIUM,654 W OLYMPIC PL,26222,58,Other,562486.0
ONE ELEVEN THE CONDOMINIUM,111 W HIGHLAND DR,53820,52,Other,2842760.0
ONE PACIFIC TOWERS CONDOMINIUM,2000 1ST AVE,191427,32,Other,9593737.0
ONE SIXTY LEE ST CONDO,160 LEE ST,22392,38,Other,468974.0
ONE WEST CONDOMINIUM,5000 CALIFORNIA AVE SW,30333,42,Other,200057.0
WEDGEWOOD ESTATES (ALL 13 BLDGS COMBINED)- INACTIVE,3716 NE 75TH ST,233540,78,Other,6481808.0
DECATUR ELEMENTARY (SPS-DISTRICT),7711 43RD AVE NE,43578,65,School,1436774.0
ONYX CONDOMINIUM,1125 E OLIVE ST,65867,25,Other,1563834.0
SEATTLE MINI WAREHOUSE,1100 POPLAR PL S,28800,70,Warehouse,1143827.0
VINE BUILDING CONDOMINIUM,2607 WESTERN AVE,205779,24,Other,9686734.0
EPIPHANY SCHOOL,3615 E DENNY WAY,28500,17,School,1162561.0
EAGLE COURT APTS,2121 E JEFFERSON ST,29581,58,Other,869101.0
NORTH ROOSEVELT APARTMENTS,7101 ROOSEVELT WAY NE,24288,58,Other,652990.0
MARKET COURT CONDOMINIUM,2030 WESTERN AVE,87645,37,Other,2184156.0
MARKET PLACE NORTH PHASE I CONDOMINIUM,2003 1ST AVE,185506,44,Other,11224871.0
MARLBOROUGH HOUSE CONDOMINIUM,1220 BOREN AVE,95280,99,Other,4970199.0
MARQ THE,103 BELLEVUE AVE E,39090,23,Other,1423438.0
MARSELLE,699 JOHN ST,138125,17,Other,2664502.0
PARKSIDE COOP APTS,620 19TH AVE E,20736,119,Other,445944.0
PARK (PELICAN BAY ARTS COOP),606 19TH AVE E,29243,117,Other,1645031.0
MATAE BELLTOWN,159 DENNY WAY,79644,21,Other,2131817.0
VELO APARTMENTS - CAPITOL HILL,301 E ROY ST,46351,60,Other,1071104.0
"MAX,THE",8520 EVANSTON AVE N,36666,28,Other,862945.0
MAXWELL,700 E DENNY WAY,44520,26,Other,1275258.0
PONDERAY APTS,5625 15TH AVE NE,28472,63,Other,770276.0
DOLPHIN APTS,1413 NE RAVENNA BLVD,20884,66,Other,813153.0
UNIVERSITY PARK APTS,5644 UNIVERSITY WAY NE,31900,48,Other,794716.0
DAYSTAR RETIREMENT VILLAGE,2615 SW BARTON ST,89549,36,Other,3591653.0
WESTWOOD HEIGHTS EAST,9440 27TH AVE SW,36260,29,Other,1081985.0
1317 6TH AVENUE N APTS,1317 6TH AVE N,29280,37,Other,781218.0
THE PRESS,1610 BELMONT AVE,119486,25,Other,2591768.0
YALE STREET LANDING,1001 FAIRVIEW AVE N,26519,48,Restaurant,3717064.0
CHANDLERS COVE- INACTIVE (Under 20K minus parking GFA),901 FAIRVIEW AVE N,34639,38,Other,15480681.0
WORLD SPORTS GRILLE,731 WESTLAKE AVE N,26300,105,Other,3537842.0
CHINA HARBOR RESTURANT & MARINA,2040 WESTLAKE AVE N,34072,64,Restaurant,6584966.0
OFFICE / MARINA,1848 WESTLAKE AVE N,23355,77,Office,840549.0
WATERWORKS OFFICE & MARINA,1818 WESTLAKE AVE N,30840,61,Office,3542708.0
NATIONAL BARRICADE,6518 RAVENNA AVE NE,20332,80,Other,392684.0
VARSITY I (2300 NE 65TH),2300 NE 65TH ST,30315,23,Other,1128061.0
VARSITY II (2316 NE 65TH),2316 NE 65TH ST,30918,21,Other,844000.0
RAVENNA HOUSE CONDOMINIUM,2211 NE 54TH ST,20390,48,Other,492422.0
IDA CULVER - RAVENNA,2315 NE 65TH ST,99941,77,Other,5867616.0
SAXE APTS,2402 NE 65TH ST,46137,21,Other,1093837.0
WASHINGTON ARMS CONDOMINIUM,1065 E PROSPECT ST,21672,106,Other,1417728.0
ST THERESE PARISH,924 35TH AVE,21850,126,Other,317794.0
WASHINGTON PARK TOWERS CONDOMINIUM,1620 43RD AVE E,146102,57,Other,5235162.0
YOUTHCARE,2500 NE 54TH ST,32282,29,Other,1391714.0
WATERFORD NORTH CONDOMINIUM,411 N 90TH ST,36538,39,Other,1015107.0
WATERFRONT AT ALKI BEACH CONDOMINIUM,1170 ALKI AVE SW,43222,30,Other,829801.0
WATERFRONT LANDINGS CONDOMINIUM,2000 ALASKAN WAY,301229,29,Other,8976533.0
WATERFRONT PLACE BUILDING MIXED USE CONDOMINIUM,1009 WESTERN AVE,307557,43,Office,9512829.0
UNIVERSITY PLAZA CONDOMINIUM,4540 8TH AVE NE,169565,52,Other,7325166.0
WATER'S EDGE,9530 RAINIER AVE S,20967,62,Other,487015.0
WATERSIDE AT ALKI BEACH CONDOMINIUM,1550 ALKI AVE SW,44188,32,Other,1329697.0
FREMONT BRIDGE MINI-STORAGE,319 NICKERSON ST,28309,108,Warehouse,430309.0
BEST WESTERN PIONEER SQUARE HOTEL,75 YESLER WAY,45500,112,Hotel,2799595.0
MAYNARD BUILDING,119 1ST AVE S,38376,126,Office,2058533.0
TERRY DENNY BUILDING/NORTHERN HOTEL,111 1ST AVE S,78779,126,Other,1883132.0
GATZERT AND SCHWABACHER BUILDING,103 1ST AVE S,42804,126,Office,1544502.0
COMPASS HOUSING ALLIANCE,210 ALASKAN WAY S,57600,21,Other,6983736.0
OK HOTEL APTS,212 ALASKAN WAY S,42534,112,Other,1764410.0
NEW ENGLAND BUILDING,219 1ST AVE S,33300,126,Office,1287497.0
C & H COMPANY (STORAGE WAREHOUSE),304 ALASKAN WAY S,22200,126,Other,188746.0
NAUTICAL LANDING,2500 WESTLAKE AVE N,29498,58,Other,3768900.0
NORTHLAKE BUILDING,1341 N NORTHLAKE WAY,49782,18,Office,3168131.0
PETCO AND OTHERS,809 NE 45TH ST,46059,96,Retail,1582656.0
KELLY ANNE APTS,816 NE 43RD ST,32331,40,Other,602148.0
CAMPUS VIEW APARTMENTS II,4328 7TH AVE NE,40152,38,Other,522880.0
CAMPUS VIEW APTS,4322 7TH AVE NE,42189,40,Other,967082.0
WESTWOOD APTS,4317 8TH AVE NE,84385,41,Other,1759374.0
MAPLEWOOD APTS,4253 7TH AVE NE,30964,41,Other,574575.0
APEX (40 UNIT APT BLDG),4233 7TH AVE NE,40090,43,Other,921598.0
THE SHANNON APARTMENTS,4219 7TH AVE NE,31034,39,Other,664357.0
TREMEZZO CONDOMINIUM,5000 30TH AVE NE,29351,26,Other,709980.0
TRIO,3104 WESTERN AVE,131500,20,Other,4423958.0
TRITON TERRACE CONDOMINIUM,507 W MERCER ST,29520,63,Other,1665662.0
HOWARD PARK APARTMENTS,4218 STONE WAY N,36600,18,Other,956959.0
TUSCANY AT LAKE CITY CONDOMINIUM,14300 32ND AVE NE,32400,40,Other,892032.0
CREST APARTMENTS,1718 MELROSE AVE,54224,38,Other,1325598.0
LAUREN RENEE,312 E OLIVE PL,20928,112,Other,939414.0
WAVERLY PLACE CONDOMINIUM,2040 WAVERLY PL N,29522,36,Other,489557.0
SAINT THEODORE ON ROOSEVELT APTS,6410 9TH AVE NE,71510,27,Other,2043593.0
ACTON APTS,920 NE 63RD ST,30169,34,Other,392481.0
SEATTLE HEALING ARTS- INACTIVE-DEMOLISHED,6300 9TH AVE NE,23595,56,Office,817410.0
THE TOWERS ON GREENWOOD,8551 GREENWOOD AVE N,98486,26,Other,2280976.0
PIPER VILLAGE,8623 PALATINE AVE N,52626,18,Other,1084475.0
VERSE SEATTLE + WELCH PLAZA,402 22ND AVE S,93024,22,Other,5669431.0
WEST BEACH CONDOMINIUM,10203 47TH AVE SW,115819,59,Other,3586479.0
SEATTLE QUILT BUILDING,316 1ST AVE S,50120,121,Other,1234813.0
HERMAN BLUMENTHAL BUILDING,122 S JACKSON ST,28142,126,Office,847098.0
WALTHAM BLOCK/OCCIDENTAL BUILDING,311 OCCIDENTAL AVE S,28760,126,Office,2615974.0
UNION TRUST BUILDING,119 S MAIN ST,39030,124,Office,713327.0
UNION TRUST ANNEX,117 S MAIN ST,27838,124,Office,1217509.0
EAST PRECINCT,1519 12TH AVE,61580,100,Other,4199443.0
Ballou Wright Building,1517 12TH AVE,30720,109,Office,1288670.0
POST OPTIONS,1122 E PIKE ST,20640,110,Other,412562.0
PIKE BUILDING,1000 E PIKE ST,34914,114,Other,1333290.0
LEGACY PINE STREET,1021 E PINE ST,20897,120,Office,964924.0
CAPITAL HILL VALUE VILLAGE-demo,1525 11TH AVE,36940,110,Retail,336745.0
COLLECTION AGENCY OFFICE,1016 E PIKE ST,22866,113,Office,1153690.0
THE FORD BUILDING,1521 10TH AVE,30240,106,Retail,1264627.0
BLUFF BUILDING,916 E PIKE ST,32100,116,Other,108200.0
ROOSEVELT APARTMENTS,1729 12TH AVE,36148,101,Other,2214604.0
MULTI RES,4253 8TH AVE NE,24153,36,Other,416566.0
KELSEY APARTMENTS,4233 9TH AVE NE,47332,40,Other,1057803.0
CENTURYLINK: CAMPUS CO,801 NE 42ND ST,28586,64,Other,5078204.0
PORTAGE BAY APTS,4016 8TH AVE NE,46689,40,Other,934621.0
LAKE VIEW APTS,4040 7TH AVE NE,30347,39,Other,574528.0
EASTERN HOTEL HOUSING,506 MAYNARD AVE S,33887,117,Other,2473814.0
GEE HOW OAK TIN,513 7TH AVE S,25600,119,Other,1324535.0
BUSH GARDEN-RESTAURANT& LOUNGE-INACTIVE,614 MAYNARD AVE S,28800,113,Restaurant,899924.0
KEY BANK (International Building),666 S DEARBORN ST,35202,47,Office,3605756.0
BELLEVUE PLACE APTS,1717 BELLEVUE AVE,23150,63,Other,588492.0
VIOLETT APTS ON MELROSE,1620 MELROSE AVE,37151,66,Other,1013823.0
THREE20 APARTMENTS,320 E PINE ST,130284,13,Other,7042343.0
BELLEVUE TERRACE,1623 BELLEVUE AVE,24962,14,Other,636744.0
CAPITOL STEPS APARTMENTS,1633 BELLEVUE AVE,73830,29,Other,1869730.0
BELLEVUE & OLIVE APTS,1651 BELLEVUE AVE,77577,32,Other,2080867.0
MERRILL GARDENS - FAERLAND TERRACE,1421 MINOR AVE,95117,57,Other,7202142.0
THE NEW MCDERMOTT APARTMENTS,1514 BELLEVUE AVE,54572,100,Other,2664476.0
FIRST COVENANT CHURCH,1500 BELLEVUE AVE,24600,116,Other,331060.0
1629 CONDOMINIUM,1629 QUEEN ANNE AVE N,20378,36,Other,645028.0
TRINITY PARISH EPISCOPAL CHURCH,609 8TH AVE,48850,126,Other,1063480.0
HAWTHORNE APARTMENTS,1618 BELLEVUE AVE,104452,25,Other,2531070.0
STONE COURT,1151 N 94TH ST,24880,37,Other,635699.0
HILL CREST APARTMENTS,7524 35TH AVE SW,84415,37,Other,1688612.0
WEST OLYMPIC VIEW CONDOMINIUM,5601 CALIFORNIA AVE SW,22000,48,Other,154798.0
WEST POINT PLACE CONDOMINIUM,3507 SW ALASKA ST,21581,38,Other,383524.0
WEST QUEEN ANNE ON 5TH CONDO,1401 5TH AVE W,57212,106,Other,1614674.0
WESTRIDGE PARK APARTMENTS (7901),7901 DELRIDGE WAY SW,131307,36,Other,6206084.0
Villa Andora,1520 CALIFORNIA AVE SW,30420,57,Other,1049639.0
PARK HAMILTON,1501 CALIFORNIA AVE SW,39757,60,Other,938834.0
Avamere Rehabilitation at Park West,1703 CALIFORNIA AVE SW,54863,65,Other,2037721.0
LORINGTON APTS,1107 E DENNY WAY,27328,116,Other,1416489.0
HOLIDAY APT,128 10TH AVE E,23200,68,Other,669117.0
LINCOLN COURT,1020 E DENNY WAY,20457,119,Other,1534068.0
THE CAPITAL BLDG,200 BROADWAY E,38160,102,Other,2453333.0
705 LOFTS,705 S WELLER ST,46951,20,Other,1038045.0
NEW AMERICAN CONDO,420 7TH AVE S,30210,110,Other,1104075.0
MODINE,115 S DAWSON ST,25000,66,Other,287132.0
PINE BELLEVUE BUILDING,400 E PINE ST,27544,109,Office,1031668.0
OLETA,1816 BELLEVUE AVE,21264,116,Other,1334125.0
BELGROVE COURT,1808 BELLEVUE AVE,63102,34,Other,1487770.0
THE BURLINGAME,404 E HOWELL ST,26694,101,Other,2195160.0
1200 ALKI CONDOMINIUM,1200 ALKI AVE SW,26442,26,Other,767323.0
1223 SPRING STREET CONDOMINIUM,1223 SPRING ST,66924,97,Other,4916452.0
1226 ALKI AVE SW,1226 ALKI AVE SW,24396,18,Other,684235.0
TWENTY-THIRD AND MAIN CONDOMINIUM,303 23RD AVE S,49310,26,Other,1831723.0
1238 ALKI CONDOMINIUM,1238 ALKI AVE SW,25200,24,Other,839011.0
2001 WESTLAKE TERRACE CONDOMINIUM,2001 WESTLAKE AVE N,26294,59,Other,577348.0
22 WEST LEE,22 W LEE ST,36192,21,Other,987289.0
2700 FOURTH AVENUE CONDOMINIUM,2700 4TH AVE,31008,115,Other,2249130.0
WESTBURY TERRACE CONDOMINIUM,9710 5TH AVE NE,53088,47,Other,1395582.0
WESTERLY CONDOMINIUM,4540 45TH AVE SW,20407,37,Other,507626.0
WESTERN TRIANGLE BUILDING CONDOMINIUM,2125 WESTERN AVE,47415,37,Office,1478979.0
AVALON WEST,3250 SW AVALON WAY,21294,35,Other,600368.0
WESTSIDE II,3236 SW AVALON WAY,30796,35,Other,669788.0
TERRACE VILLA,3230 SW AVALON WAY,43441,37,Other,775008.0
AVALON PARK VISTA,3233 SW AVALON WAY,80083,27,Other,1513701.0
THE RESIDENCES AT 3295,3295 SW AVALON WAY,84982,17,Other,1719773.0
SWEDISH CLUB,1920 DEXTER AVE N,22960,65,Other,2266983.0
MARTINIQUE APT,2122 8TH AVE N,61107,60,Other,1479729.0
SAFEWAY STORE # 1551,1410 E JOHN ST,44739,28,Retail,14585813.0
PRIMEAU PLACE,308 14TH AVE E,42720,42,Other,1391916.0
Dublin,1052 E THOMAS ST,21892,117,Other,477284.0
NAUTICA CONDO,701 GALER ST,79090,34,Other,1686766.0
SANDPOINT VILLAGE,5400 SAND POINT WAY NE,22778,78,Other,2470566.0
CHURCH OF PHILADELPHIA,7704 24TH AVE NW,21562,70,Other,866806.0
CORONA APARTMENTS,433 BELMONT AVE E,31570,66,Other,1066775.0
MLK FAME COMMUNITY CENTER CAMPUS,3201 E REPUBLICAN ST,25753,67,Other,1378130.0
SEATTLE TENNIS CLUB,922 MCGILVRA BLVD E,71280,98,Other,22767828.0
MCGILVRA (SPS-DISTRICT),1617 38TH AVE E,38297,101,School,1845151.0
PARKSHORE,1630 43RD AVE E,225629,63,Other,20628680.0
MADISON COURT APTS,1922 42ND AVE E,36702,38,Other,680062.0
LAKE COURT APTS,2012 43RD AVE E,46613,104,Other,2148565.0
ALKI SHORES APTS/ ALKI CAFE/ LIBERTY DELI,2720 ALKI AVE SW,22982,64,Other,607580.0
RIPPLE ROCK APTS,2728 61ST AVE SW,25016,68,Other,557082.0
Marriam on Alki,6023 SW STEVENS ST,26896,37,Other,645056.0
2201 WESTLAKE ENSO CONDOMINIUMS,820 BLANCHARD ST,525049,17,Other,27684480.0
TWIN GABLES CONDOMINIUM,1516 E REPUBLICAN ST,22234,97,Other,1117659.0
200  W HIGHLAND,200 W HIGHLAND DR,62190,17,Other,2520310.0
202 WEST OLYMPIC PL CONDOMINIUM,202 W OLYMPIC PL,26472,47,Other,541951.0
200 ROY STREET CONDO,200 ROY ST,92342,33,Other,4155008.0
IGLESIA NI CRISTO,7100 42ND AVE S,24200,58,Other,826489.0
Boylston Howell,1726 BOYLSTON AVE,33274,28,Other,1113458.0
BOLYSTON COURT APTS,700 E OLIVE ST,31457,78,Other,1241410.0
PORTER APT,1630 BOYLSTON AVE,26246,109,Other,1893293.0
DEXTER HOUSE APT,2004 DEXTER AVE N,32615,65,Other,548202.0
ALOHA INN TRANSITIONAL HOUSING,1911 AURORA AVE N,23513,45,Other,1740568.0
WESTMONT CONDOMINIUM,3120 SW AVALON WAY,25800,24,Other,618671.0
WESTVIEW AT GREENWOOD CONDOMINIUM,8750 GREENWOOD AVE N,82514,28,Other,2105913.0
WESTVIEW MANOR CONDOMINIUM,2625 13TH AVE W,22202,49,Other,521342.0
WESTWATER,6970 CALIFORNIA AVE SW,71280,37,Other,1656026.0
WESTWOOD PLAZA CONDOMINIUM,2421 SW TRENTON ST,35122,45,Other,936584.0
CAMBRIDGE MANOR,9403 16TH AVE SW,24259,60,Other,547084.0
STOR-MORE - CAMPUS,2850 SW YANCY ST,66610,32,Warehouse,640377.0
LOS ANGELES COOPERATIVE APARTMENTS,214 SUMMIT AVE E,22160,109,Other,659711.0
SEALTH VISTA,203 BELMONT AVE E,24650,103,Other,969683.0
ST FLORENCE APT,504 E DENNY WAY,30040,112,Other,1400962.0
CASTELLAN,607 E HARRISON ST,36885,36,Other,782483.0
BELMONT COURT APARTMENTS,424 BELMONT AVE E,49649,26,Other,823346.0
OLIVE TERRACE APTS,420 E HOWELL ST,28094,71,Other,924964.0
WINCHESTER APT,605 E DENNY WAY,22795,99,Other,1083467.0
STACK HOUSE APARTMENTS (W & SE Bldgs Combined),420 PONTIUS AVE N,391461,13,Other,4545148.0
OLYMPIC VIEW APTS,11740 GREENWOOD AVE N,32962,39,Other,717198.0
CHRIST THE KING MIDDLE SCHOOL,11555 DAYTON AVE N,23222,88,School,1219863.0
THE DANIELS APTS,12250 GREENWOOD AVE N,63590,31,Other,1265657.0
OAK TREE,910 N 104TH ST,23346,40,Other,919049.0
Greenus Building,500 E PIKE ST,24476,102,Other,2662054.0
SUMMIT ARMS,1512 SUMMIT AVE,27320,118,Other,779205.0
AUTO-ROW BUILDING/PRICE-RAGEN.COM,517 E PIKE ST,24750,116,Retail,782344.0
BELMONT APTS,516 E UNION ST,27792,102,Other,941366.0
MANCHESTER ARMS,1412 SUMMIT AVE,23600,118,Other,1815371.0
NORTHWEST SCHOOL,1415 SUMMIT AVE,58937,122,School,3625408.0
THE SUMMIT,420 E PIKE ST,46560,72,Other,690558.0
SUMMIT PLACE,1629 SUMMIT AVE,35138,62,Other,682250.0
MORRIS APTS,1743 SUMMIT AVE,20340,110,Other,1335008.0
SUMMIT HOUSE APTS,1727 SUMMIT AVE,46527,66,Other,2676595.0
CORINTHIAN APTS,1705 SUMMIT AVE,46274,102,Other,2164130.0
UNION BAY CONDOMINIUM,762 HAYES ST,31008,49,Other,1207870.0
UNION HARBOR CONDOMINIUM,2301 FAIRVIEW AVE E,53862,58,Other,1435558.0
ASSOCIATION CENTER,1515 DEXTER AVE N,30408,46,Other,1440554.0
LAKE UNION TOWER,766 GARFIELD ST,33978,31,Other,801646.0
1611 on Lake Union (WESTLAKE VILLAGE),1611 8TH AVE N,66204,19,Other,2217046.0
UNION VIEW APTS,1620 DEXTER AVE N,31266,28,Other,560824.0
MCHUGH BLDG,1725 WESTLAKE AVE N,30109,106,Office,1465796.0
WHITMAN VISTA CONDOMINIUM,3600 WHITMAN AVE N,27480,46,Other,594612.0
FAIRMOUNT PARK ELEMENTARY SCHOOL (SPS-DISTRICT),3800 SW FINDLAY ST,39929,62,School,1813718.0
GREEN LAKE MANOR,1340 N 79TH ST,24920,79,Other,1466382.0
QUEEN ANN LUTHERAN CHURCH,2400 8TH AVE W,25481,66,Office,917100.0
CAROLINE KLINE GALLAND HOME,7500 SEWARD PARK AVE S,141297,59,Other,19423344.0
WATERMARK TOWER,1107 1ST AVE,195788,43,Other,7459418.0
JOHN COURT APTS,1435 E JOHN ST,53525,19,Other,968448.0
THE WILLIS CONDOMINIUM,720 QUEEN ANNE AVE N,48600,29,Other,1822435.0
WILSON COURT CONDOMINIUM,420 VALLEY ST,27480,35,Other,1396692.0
SANDRIDGE APTS,6200 SAND POINT WAY NE,40894,41,Other,1222949.0
GREEN LAKE POINT,1400 N 80TH ST,35843,17,Other,779504.0
WINDERMERE NORTH CONDOMINIUM,6300 SAND POINT WAY NE,47419,45,Other,1216546.0
SUPPLY LAUNDRY BUILDING,1265 REPUBLICAN ST,27788,114,Office,2119806.0
ALLEY 24 (NORTH & SOUTH TOWER),224 PONTIUS AVE N,171874,20,Other,6411570.0
ELLENBERT APTS,915 E HARRISON ST,43096,98,Other,2563933.0
SILVIAN APTS,914 E HARRISON ST,23242,112,Other,686790.0
HARVARD COURT,610 HARVARD AVE E,49256,58,Other,1775372.0
ROYCROFT APTS,317 HARVARD AVE E,33736,120,Other,1187540.0
CAMALOT,533 HARVARD AVE E,30240,61,Other,659176.0
MULHOLLAND APARTMENTS,507 HARVARD AVE E,25958,100,Other,748335.0
NORTH POINTE CONDOMINIUM,3300 MERIDIAN AVE N,55362,33,Other,2298816.0
COMFORT INN & SUITES - SEATTLE NORTH,13700 AURORA AVE N,41704,36,Hotel,1943899.0
ALEXANDER HAMILTON APARTMENTS,1127 OLYMPIC WAY W,25380,96,Other,1270582.0
NORTHERN LIGHTS CONDOMINIUM,1017 W NICKERSON ST,39967,61,Other,1037555.0
WHSE,130 S DAKOTA ST,36000,76,Other,3646054.0
LEDUC PACKING/CROSSCUT HARDWOODS (101 S. Dakota),4100 1ST AVE S,22324,85,Other,588856.0
THE FOUNDRY,4130 1ST AVE S,31360,80,Other,1725108.0
DANIEL SMITH-FINE ART MATERIALS,4150 1ST AVE S,30496,79,Other,1992158.0
NORTHGATE PLAZA CONDOMINIUM,9416 1ST AVE NE,99893,47,Other,3773034.0
NORTHGATE VILLA CONDOMINIUM,10501 8TH AVE NE,140594,42,Other,3484718.0
NORTHGATE WEST CONDOMINIUM,11300 1ST AVE NE,102298,47,Other,2616817.0
UNION ARMS,604 E UNION ST,67304,101,Other,2024368.0
MAPLE LEAF ASSISTED LIVING,9001 LAKE CITY WAY NE,99941,21,Other,4233753.0
BUENA VISTA,1631 BOYLSTON AVE,22800,119,Other,1131771.0
1605 BOYLSTON,610 E PINE ST,27600,104,Office,1072151.0
RIALTO COURT,1729 BOYLSTON AVE,26684,119,Other,592999.0
THE GRANADA APTS,1736 BELMONT AVE,72576,103,Other,3694541.0
EMERALD ARMS,1741 BELMONT AVE,33279,100,Other,2621041.0
CHARBERN APTS,1705 BELMONT AVE,57504,101,Other,1735538.0
HUDSON HOUSE,1712 SUMMIT AVE,25536,120,Other,1732954.0
WINDSOR COURT,566 PROSPECT ST,30720,37,Other,915286.0
WINDWATCH TOWNHOUSES CONDOMINIUM,2400 AURORA AVE N,44832,39,Other,815116.0
WINDY HILLS CONDOMINIUM,3710 27TH PL W,71610,58,Other,1384685.0
COLUMBIA LUTHERAN HOME,4700 PHINNEY AVE N,55974,65,Other,6135173.0
WOODLAND COURT APARTMENTS,705 N 50TH ST,28256,110,Other,576038.0
SANTORINI AT THE PARK APTS + OFFICE,4902 AURORA AVE N,39235,25,Other,620104.0
WING LUKE ELEMENTARY SCHOOL (SPS-DISTRICT) -INACTIVE,3701 S KENYON ST,52901,55,School,2240342.0
LAKE HOUSE THE CONDOMINIUM,2320 43RD AVE E,59502,58,Other,2001644.0
SAINT ANNE NURSING AND REHAB CENTER,3540 NE 110TH ST,22583,72,Other,1981360.0
COTTONWOOD APT,11002 35TH AVE NE,21712,48,Other,685311.0
QUEEN CITY APARTMENTS,1707 N 45TH ST,28187,101,Other,596960.0
SOLID GROUND,1501 N 45TH ST,31686,29,Office,2305644.0
LAKE UNION PLACE,1914 N 34TH ST,26694,45,Office,720171.0
BERGEN APTS,9711 GREENWOOD AVE N,21440,59,Other,532730.0
NW MARKET STREET CONDOMINIUM,5501 11TH AVE NW,20143,57,Other,608491.0
NOVELL,901 NE 43RD ST,21158,100,Other,766951.0
HANSON BROS TRANSFER & STORAGE,10750 AURORA AVE N,29400,54,Other,227510.0
GEORGETOWN  INN,6100 CORSON AVE S,22452,34,Hotel,1244150.0
UNION PARK APARTMENTS,1310 MINOR AVE,113665,37,Other,2567977.0
UNIVERSITY WEST APTS,4544 7TH AVE NE,78600,55,Other,3637973.0
CULP APTS,4555 15TH AVE NE,27996,98,Other,830740.0
4518 UNIVERSITY,4518 UNIVERSITY WAY NE,33910,73,Retail,1822834.0
WAYFARER APARTMENTS,4725 15TH AVE NE,26008,103,Other,1131962.0
RIVENDELL APTS,4719 15TH AVE NE,34962,27,Other,729097.0
HIATT APARTMENTS,4701 15TH AVE NE,26185,67,Other,625989.0
LOTHLORIEN APARTMENTS,4719 UNIVERSITY WAY NE,130600,19,Other,3358984.0
DAVISON APTS - 22 UNITS,5003 15TH AVE NE,22018,100,Other,533669.0
FREMONT PLACE,4601 PHINNEY AVE N,25721,43,Other,948676.0
WOODLAND CREST CONDOMINIUM,5901 PHINNEY AVE N,27432,41,Other,791053.0
NORSE HOME,5301 PHINNEY AVE N,83008,71,Other,8136666.0
APARTMENTS,5705 PHINNEY AVE N,32810,96,Other,1969746.0
MARINER SQUARE,1900 N NORTHLAKE WAY,78716,47,Other,4103801.0
ST BENEDICT SCHOOL,1707 N 49TH ST,33300,116,School,1594734.0
QFC WALLINGFORD,4500 WALLINGFORD AVE N,28808,69,Retail,9232576.0
LAKE UNION HOUSE THE CONDOMINIUM,949 N 35TH ST,23101,48,Other,647906.0
QUARTERDECK CONDOMINIUM,3700 26TH PL W,81821,52,Other,2404045.0
QUEEN ANNE HS CONDOS,201 GALER ST,135608,118,Other,5088350.0
QUEEN ANNE OCEAN VIEW CONDOMINIUM,2244 13TH AVE W,41126,36,Other,2077613.0
QUEEN ANNE 20 CONDOMINIUM,2221 GILMAN DR W,29088,49,Other,571521.0
IRO APARTMENTS,5233 15TH AVE NE,30034,61,Other,669719.0
17 APT UNITS-OFC-STORE,5200 UNIVERSITY WAY NE,30481,51,Other,592739.0
ADRIA,5222 UNIVERSITY WAY NE,20280,45,Other,577329.0
RENAISSANCE BUILDING,5265 UNIVERSITY WAY NE,43644,29,Other,1069459.0
UNIVERSITY PLAZA APARTMENTS,5233 UNIVERSITY WAY NE,37002,28,Other,740790.0
